ip,appears_as_source,appears_as_dest,total_events,total_attacks,unique_attack_families
172.217.7.134,True,True,21,0.0,1
151.101.118.109,True,True,21,0.0,1
151.101.118.83,True,True,21,0.0,1
46.101.136.217,True,True,21,0.0,1
52.35.150.202,True,True,21,0.0,1
54.192.49.70,True,True,21,0.0,1
63.238.84.74,True,True,21,0.0,1
204.155.145.198,True,True,21,0.0,1
23.36.33.86,True,True,21,0.0,1
52.0.130.201,True,True,21,0.0,1
104.97.130.243,True,True,21,0.0,1
104.97.131.198,True,True,21,0.0,1
50.97.42.24,True,True,21,0.0,1
52.52.227.200,True,True,21,0.0,1
171.111.154.207,True,True,21,0.0,1
35.185.118.135,True,True,21,0.0,1
35.185.16.183,True,True,21,0.0,1
199.127.204.190,True,True,21,0.0,1
23.66.2.245,True,True,21,0.0,1
109.248.237.34,True,True,21,0.0,1
93.184.215.237,True,True,21,0.0,1
107.178.252.66,True,True,21,0.0,1
23.65.227.248,True,True,21,0.0,1
52.84.143.102,True,True,21,0.0,1
54.87.6.131,True,True,21,0.0,1
192.252.222.209,True,True,21,0.0,1
134.170.58.121,True,True,21,0.0,1
134.170.58.189,True,True,21,0.0,1
104.17.227.106,True,True,21,0.0,1
210.162.157.17,True,True,21,0.0,1
104.97.85.228,True,True,21,0.0,1
96.16.195.217,True,True,21,0.0,1
52.84.26.227,True,True,21,0.0,1
212.180.241.221,True,True,21,0.0,1
212.42.76.246,True,True,21,0.0,1
212.42.76.253,True,True,21,0.0,1
23.208.171.195,True,True,21,0.0,1
54.192.48.81,True,True,21,0.0,1
54.192.48.82,True,True,21,0.0,1
52.35.218.179,True,True,21,0.0,1
104.192.168.226,True,True,21,0.0,1
183.79.215.140,True,True,21,0.0,1
192.107.16.41,True,True,21,0.0,1
52.201.35.92,True,True,21,0.0,1
87.250.251.101,True,True,21,0.0,1
125.212.247.65,False,True,21,0.0,1
52.200.94.1,True,True,21,0.0,1
172.217.23.132,True,True,21,0.0,1
52.201.110.241,True,True,21,0.0,1
23.208.155.136,True,True,21,0.0,1
52.84.40.121,True,True,21,0.0,1
23.192.73.241,True,True,21,0.0,1
23.194.100.14,True,True,21,0.0,1
52.44.4.52,True,True,21,0.0,1
63.251.109.90,True,True,21,0.0,1
52.84.143.129,True,True,21,0.0,1
52.14.184.194,True,True,21,0.0,1
95.142.20.249,False,True,21,0.0,1
200.187.199.64,True,True,21,0.0,1
185.14.169.113,True,True,21,0.0,1
104.16.57.61,True,True,21,0.0,1
34.195.21.222,True,True,21,0.0,1
193.70.45.30,True,True,21,0.0,1
117.136.139.32,True,True,21,0.0,1
34.195.30.139,True,True,21,0.0,1
155.56.210.43,True,True,21,0.0,1
52.54.189.87,True,True,21,0.0,1
204.13.194.237,True,True,21,0.0,1
23.194.141.50,True,True,21,0.0,1
54.192.48.232,True,True,21,0.0,1
169.50.137.241,True,True,21,0.0,1
5.79.73.86,True,True,21,0.0,1
114.55.181.126,True,True,21,0.0,1
74.119.117.78,True,True,21,0.0,1
92.242.195.4,False,True,21,0.0,1
193.232.151.148,False,True,21,0.0,1
104.25.20.5,True,True,21,0.0,1
104.20.30.45,True,True,21,0.0,1
192.28.144.141,True,True,21,0.0,1
140.205.34.96,True,True,21,0.0,1
65.39.202.100,True,True,21,0.0,1
52.66.14.135,False,True,21,0.0,1
23.207.18.33,True,True,21,0.0,1
52.203.68.158,True,True,21,0.0,1
34.225.178.197,True,True,21,0.0,1
23.194.108.119,True,True,21,0.0,1
23.23.97.192,True,True,21,0.0,1
23.23.249.155,True,True,21,0.0,1
182.22.65.140,True,True,21,0.0,1
5.79.102.222,True,True,21,0.0,1
216.52.31.59,True,True,21,0.0,1
216.200.233.94,True,True,21,0.0,1
34.198.174.179,True,True,21,0.0,1
35.187.104.107,True,True,21,0.0,1
35.190.130.78,True,True,21,0.0,1
35.190.2.160,True,True,21,0.0,1
34.196.226.160,True,True,21,0.0,1
104.74.8.144,True,True,21,0.0,1
5.9.92.53,True,True,21,0.0,1
50.112.140.202,True,True,21,0.0,1
50.16.134.233,True,True,21,0.0,1
23.194.141.103,True,True,21,0.0,1
54.172.218.169,True,True,21,0.0,1
54.235.136.231,True,True,21,0.0,1
52.1.105.69,True,True,21,0.0,1
104.17.240.25,True,True,21,0.0,1
104.16.143.239,True,True,21,0.0,1
23.194.110.42,True,True,21,0.0,1
34.206.36.41,True,True,21,0.0,1
136.147.96.32,True,True,20,0.0,1
23.194.109.235,True,True,20,0.0,1
40.79.73.139,False,True,20,0.0,1
31.220.1.107,False,True,20,0.0,1
198.11.132.221,True,True,20,0.0,1
103.255.246.133,True,True,20,0.0,1
103.25.21.75,True,True,20,0.0,1
39.130.133.34,True,True,20,0.0,1
38.93.140.49,True,True,20,0.0,1
195.42.113.233,True,True,20,0.0,1
54.76.149.245,True,True,20,0.0,1
198.211.102.20,True,True,20,0.0,1
52.9.76.234,True,True,20,0.0,1
54.145.2.254,True,True,20,0.0,1
54.65.236.255,True,True,20,0.0,1
146.20.129.71,True,True,20,0.0,1
115.159.71.42,True,True,20,0.0,1
195.88.54.52,True,True,20,0.0,1
52.84.26.174,True,True,20,0.0,1
34.192.57.170,True,True,20,0.0,1
52.84.145.71,True,True,20,0.0,1
52.40.78.160,True,True,20,0.0,1
52.4.13.248,True,True,20,0.0,1
23.194.140.202,True,True,20,0.0,1
198.72.114.197,True,True,20,0.0,1
54.248.246.29,True,True,20,0.0,1
54.247.121.208,True,True,20,0.0,1
46.105.201.240,True,True,20,0.0,1
46.38.178.153,True,True,20,0.0,1
46.229.145.50,True,True,20,0.0,1
46.166.188.38,True,True,20,0.0,1
5.134.212.24,True,True,20,0.0,1
88.99.107.162,True,True,20,0.0,1
146.20.132.60,True,True,20,0.0,1
23.194.108.176,True,True,20,0.0,1
5.135.98.41,True,True,20,0.0,1
23.65.238.117,True,True,20,0.0,1
104.97.123.151,True,True,20,0.0,1
146.20.132.62,True,True,20,0.0,1
124.160.136.172,True,True,20,0.0,1
54.243.169.198,True,True,20,0.0,1
23.63.226.123,True,True,20,0.0,1
95.154.251.125,True,True,20,0.0,1
95.142.194.3,True,True,20,0.0,1
54.86.215.195,True,True,20,0.0,1
34.194.121.84,True,True,20,0.0,1
5.79.64.37,True,True,20,0.0,1
182.22.67.119,False,True,20,0.0,1
54.152.67.200,True,True,20,0.0,1
5.9.57.152,True,True,20,0.0,1
5.79.75.140,True,True,20,0.0,1
66.135.220.22,True,True,20,0.0,1
66.135.202.233,True,True,20,0.0,1
52.84.40.161,True,True,20,0.0,1
166.78.109.115,True,True,20,0.0,1
52.87.9.132,True,True,20,0.0,1
52.84.26.219,True,True,20,0.0,1
104.95.86.89,True,True,20,0.0,1
104.193.88.109,False,True,20,0.0,1
50.16.207.248,True,True,20,0.0,1
50.16.136.203,True,True,20,0.0,1
54.164.247.151,True,True,20,0.0,1
200.147.36.53,True,True,20,0.0,1
104.88.104.52,True,True,20,0.0,1
104.88.72.93,True,True,20,0.0,1
121.94.171.150,True,True,20,0.0,1
121.31.30.143,True,True,20,0.0,1
54.87.215.29,True,True,20,0.0,1
34.194.44.136,True,True,20,0.0,1
34.194.234.85,True,True,20,0.0,1
37.9.239.33,True,True,20,0.0,1
202.55.225.137,False,True,20,0.0,1
52.84.145.220,True,True,20,0.0,1
52.84.145.218,True,True,20,0.0,1
85.114.144.197,True,True,20,0.0,1
66.235.139.206,True,True,20,0.0,1
50.17.251.61,True,True,20,0.0,1
23.50.123.122,True,True,20,0.0,1
50.17.234.240,True,True,20,0.0,1
54.236.98.15,True,True,20,0.0,1
200.33.84.128,False,True,20,0.0,1
202.214.162.8,True,True,20,0.0,1
104.17.98.5,True,True,20,0.0,1
54.192.48.79,True,True,20,0.0,1
169.44.77.144,True,True,20,0.0,1
52.84.145.174,True,True,20,0.0,1
34.195.104.108,True,True,20,0.0,1
176.53.21.90,False,True,20,0.0,1
54.165.190.162,True,True,20,0.0,1
54.235.188.249,True,True,20,0.0,1
50.22.19.222,False,True,20,0.0,1
203.226.255.9,False,True,20,0.0,1
148.251.1.131,True,True,20,0.0,1
146.186.157.6,False,True,20,0.0,1
146.185.142.91,True,True,20,0.0,1
52.84.26.248,True,True,20,0.0,1
23.4.118.246,True,True,20,0.0,1
52.44.99.25,False,True,20,0.0,1
23.192.60.138,True,True,20,0.0,1
204.236.225.197,True,True,20,0.0,1
204.2.255.235,True,True,20,0.0,1
204.246.169.249,True,True,20,0.0,1
144.76.184.162,True,True,20,0.0,1
34.196.180.34,True,True,20,0.0,1
52.84.143.4,True,True,20,0.0,1
52.84.143.28,True,True,20,0.0,1
52.0.71.156,True,True,20,0.0,1
149.202.222.105,True,True,20,0.0,1
149.202.200.33,True,True,20,0.0,1
149.56.241.128,True,True,20,0.0,1
89.249.22.218,True,True,20,0.0,1
151.101.0.184,True,True,20,0.0,1
104.97.68.155,True,True,20,0.0,1
52.84.143.205,True,True,20,0.0,1
34.205.11.16,True,True,20,0.0,1
136.243.95.174,True,True,20,0.0,1
52.84.143.181,False,True,20,0.0,1
52.84.143.160,True,True,20,0.0,1
37.157.5.49,False,True,20,0.0,1
104.94.219.141,True,True,20,0.0,1
34.196.244.43,True,True,20,0.0,1
34.196.225.249,True,True,20,0.0,1
173.241.254.151,True,True,20,0.0,1
54.230.51.168,True,True,20,0.0,1
104.85.5.19,True,True,20,0.0,1
104.84.148.82,True,True,20,0.0,1
91.189.88.149,True,True,20,0.0,1
125.212.233.249,False,True,20,0.0,1
125.212.233.248,False,True,20,0.0,1
125.212.233.246,False,True,20,0.0,1
74.217.63.46,True,True,20,0.0,1
23.192.14.110,True,True,20,0.0,1
91.236.51.45,True,True,20,0.0,1
163.172.224.35,True,True,20,0.0,1
163.172.224.33,True,True,20,0.0,1
165.254.0.97,False,True,20,0.0,1
52.14.43.159,True,True,20,0.0,1
52.14.250.207,True,True,20,0.0,1
82.196.6.45,False,True,20,0.0,1
125.212.247.52,False,True,20,0.0,1
125.212.247.230,False,True,20,0.0,1
125.212.247.229,False,True,20,0.0,1
125.212.247.18,False,True,20,0.0,1
52.84.143.116,True,True,20,0.0,1
52.84.143.109,True,True,20,0.0,1
52.84.143.100,True,True,20,0.0,1
52.84.141.7,True,True,20,0.0,1
52.144.45.15,True,True,20,0.0,1
23.194.181.174,True,True,20,0.0,1
34.197.173.181,False,True,20,0.0,1
66.61.168.97,True,True,20,0.0,1
119.167.151.131,True,True,20,0.0,1
193.108.76.154,True,True,20,0.0,1
52.15.104.193,True,True,20,0.0,1
173.241.244.143,True,True,20,0.0,1
104.20.91.208,True,True,20,0.0,1
52.84.141.133,True,True,20,0.0,1
52.84.141.122,True,True,20,0.0,1
91.189.92.152,False,True,20,0.0,1
52.15.189.42,True,True,20,0.0,1
52.15.145.159,True,True,20,0.0,1
66.235.128.218,True,True,20,0.0,1
74.120.148.206,True,True,20,0.0,1
74.120.148.204,False,True,20,0.0,1
23.103.189.158,True,True,20,0.0,1
23.103.189.157,True,True,20,0.0,1
91.189.95.15,False,True,20,0.0,1
208.118.62.70,True,True,20,0.0,1
208.101.10.227,True,True,20,0.0,1
52.86.81.107,True,True,20,0.0,1
52.86.75.14,True,True,20,0.0,1
141.0.174.73,True,True,20,0.0,1
104.88.38.23,True,True,20,0.0,1
151.101.128.64,True,True,20,0.0,1
52.8.200.133,True,True,20,0.0,1
52.193.182.124,True,True,20,0.0,1
208.111.178.129,True,True,20,0.0,1
185.113.25.59,False,True,20,0.0,1
192.95.33.211,True,True,20,0.0,1
52.49.55.176,True,True,20,0.0,1
52.49.153.178,True,True,20,0.0,1
52.49.148.81,True,True,20,0.0,1
131.253.61.84,True,True,20,0.0,1
23.210.202.16,True,True,20,0.0,1
23.21.93.18,True,True,20,0.0,1
52.8.80.77,True,True,20,0.0,1
52.8.65.40,True,True,20,0.0,1
52.196.193.205,True,True,20,0.0,1
208.215.179.150,False,True,20,0.0,1
208.81.233.49,True,True,20,0.0,1
52.198.66.96,True,True,20,0.0,1
23.21.56.196,True,True,20,0.0,1
52.198.134.110,True,True,20,0.0,1
74.217.63.29,True,True,20,0.0,1
34.226.156.152,True,True,20,0.0,1
52.84.63.162,True,True,20,0.0,1
52.84.63.136,True,True,20,0.0,1
104.16.92.65,True,True,20,0.0,1
52.2.131.201,True,True,20,0.0,1
52.2.12.108,True,True,20,0.0,1
23.21.232.224,True,True,20,0.0,1
208.92.238.32,True,True,20,0.0,1
96.16.198.79,True,True,20,0.0,1
103.235.252.232,True,True,20,0.0,1
192.30.252.153,True,True,20,0.0,1
104.20.209.21,True,True,20,0.0,1
54.192.36.113,True,True,20,0.0,1
74.217.63.61,True,True,20,0.0,1
52.2.144.140,True,True,20,0.0,1
173.192.226.44,True,True,20,0.0,1
54.192.36.118,True,True,20,0.0,1
52.27.241.27,True,True,20,0.0,1
169.54.33.184,True,True,20,0.0,1
54.192.37.144,True,True,20,0.0,1
8.253.140.225,True,True,20,0.0,1
104.97.74.119,True,True,20,0.0,1
64.94.190.51,True,True,20,0.0,1
23.208.87.206,True,True,20,0.0,1
23.208.94.173,True,True,20,0.0,1
104.97.74.21,True,True,20,0.0,1
192.33.31.50,False,True,20,0.0,1
121.12.98.63,True,True,20,0.0,1
104.24.28.35,True,True,20,0.0,1
91.192.148.30,True,True,20,0.0,1
104.79.151.15,True,True,20,0.0,1
52.72.182.110,False,True,20,0.0,1
81.19.88.113,False,True,20,0.0,1
52.52.117.184,True,True,20,0.0,1
78.140.191.114,True,True,20,0.0,1
151.101.21.132,True,True,20,0.0,1
54.225.144.138,True,True,20,0.0,1
130.211.42.161,True,True,20,0.0,1
23.208.31.220,True,True,20,0.0,1
104.88.103.53,True,True,20,0.0,1
34.198.202.66,True,True,20,0.0,1
93.190.69.32,True,True,20,0.0,1
81.19.70.24,True,True,20,0.0,1
52.200.142.111,True,True,20,0.0,1
52.200.17.200,True,True,20,0.0,1
54.192.36.218,True,True,20,0.0,1
136.243.139.219,True,True,20,0.0,1
34.199.172.124,True,True,20,0.0,1
54.192.37.114,True,True,20,0.0,1
52.200.88.94,True,True,20,0.0,1
54.221.251.219,True,True,20,0.0,1
212.42.76.248,False,True,20,0.0,1
212.45.97.52,False,True,20,0.0,1
52.201.184.213,True,True,20,0.0,1
107.23.92.200,True,True,20,0.0,1
52.68.21.107,False,True,20,0.0,1
52.68.186.180,True,True,20,0.0,1
52.84.8.47,True,True,20,0.0,1
54.217.208.164,True,True,20,0.0,1
54.215.248.44,True,True,20,0.0,1
52.68.225.212,True,True,20,0.0,1
107.23.140.25,True,True,20,0.0,1
130.211.33.157,True,True,20,0.0,1
212.83.50.100,True,True,20,0.0,1
80.85.85.173,True,True,20,0.0,1
191.232.80.53,True,True,20,0.0,1
192.0.72.29,True,True,20,0.0,1
54.199.236.253,True,True,20,0.0,1
14.0.67.51,True,True,20,0.0,1
185.49.134.10,True,True,20,0.0,1
52.203.219.73,True,True,20,0.0,1
213.155.156.167,True,True,20,0.0,1
213.146.191.132,True,True,20,0.0,1
213.180.204.91,True,True,20,0.0,1
77.75.79.9,True,True,20,0.0,1
52.204.190.92,True,True,20,0.0,1
130.211.17.34,True,True,20,0.0,1
130.211.16.125,True,True,20,0.0,1
130.211.114.37,True,True,20,0.0,1
52.205.114.4,True,True,20,0.0,1
172.217.11.51,True,True,20,0.0,1
159.127.42.172,True,True,20,0.0,1
159.127.42.169,True,True,20,0.0,1
13.58.181.44,False,True,20,0.0,1
72.5.205.52,True,True,20,0.0,1
138.236.128.36,False,True,20,0.0,1
119.81.117.98,True,True,20,0.0,1
120.55.246.187,True,True,20,0.0,1
66.198.178.88,True,True,20,0.0,1
23.203.82.243,True,True,20,0.0,1
104.16.4.3,True,True,20,0.0,1
52.58.216.76,True,True,20,0.0,1
52.57.42.145,True,True,20,0.0,1
104.16.27.35,True,True,20,0.0,1
23.203.69.198,True,True,20,0.0,1
52.206.65.84,True,True,20,0.0,1
23.203.78.83,True,True,20,0.0,1
23.203.77.225,True,True,20,0.0,1
216.239.32.27,True,True,20,0.0,1
13.58.146.190,True,True,20,0.0,1
107.21.211.105,True,True,20,0.0,1
216.58.212.227,True,True,20,0.0,1
52.207.177.234,True,True,20,0.0,1
52.207.219.171,True,True,20,0.0,1
54.192.36.8,True,True,20,0.0,1
172.217.10.83,True,True,20,0.0,1
8.41.222.16,True,True,20,0.0,1
158.69.223.100,False,True,20,0.0,1
158.69.119.82,True,True,20,0.0,1
77.92.131.210,True,True,20,0.0,1
77.88.55.88,True,True,20,0.0,1
52.21.121.221,True,True,20,0.0,1
104.20.18.239,True,True,20,0.0,1
91.232.230.92,True,True,20,0.0,1
91.232.230.77,True,True,20,0.0,1
34.252.246.100,True,True,20,0.0,1
185.59.223.18,True,True,20,0.0,1
158.69.119.62,True,True,20,0.0,1
34.202.169.231,True,True,20,0.0,1
34.202.143.194,True,True,20,0.0,1
23.201.35.16,True,True,20,0.0,1
52.216.230.139,True,True,20,0.0,1
52.52.224.9,True,True,20,0.0,1
158.85.132.196,True,True,20,0.0,1
101.79.211.67,False,True,20,0.0,1
188.132.225.11,True,True,20,0.0,1
52.84.59.241,True,True,20,0.0,1
185.88.180.139,True,True,20,0.0,1
136.243.33.140,True,True,20,0.0,1
8.20.172.40,True,True,19,0.0,1
54.71.98.146,True,True,19,0.0,1
184.29.133.169,True,True,19,0.0,1
185.86.139.62,True,True,19,0.0,1
52.52.71.203,True,True,19,0.0,1
54.76.86.10,True,True,19,0.0,1
54.72.129.134,True,True,19,0.0,1
103.224.182.246,False,True,19,0.0,1
52.84.26.98,True,True,19,0.0,1
103.235.252.211,True,True,19,0.0,1
216.98.48.89,True,True,19,0.0,1
217.16.18.214,False,True,19,0.0,1
88.212.201.195,True,True,19,0.0,1
34.192.148.233,True,True,19,0.0,1
52.84.26.136,True,True,19,0.0,1
66.235.153.36,True,True,19,0.0,1
184.28.197.240,True,True,19,0.0,1
88.212.196.105,True,True,19,0.0,1
23.208.84.186,True,True,19,0.0,1
74.217.63.56,True,True,19,0.0,1
69.194.129.78,True,True,19,0.0,1
52.73.25.153,True,True,19,0.0,1
54.192.37.129,True,True,19,0.0,1
63.144.176.48,True,True,19,0.0,1
52.9.9.173,True,True,19,0.0,1
195.88.55.116,True,True,19,0.0,1
52.216.229.99,True,True,19,0.0,1
52.52.10.28,True,True,19,0.0,1
23.21.55.226,True,True,19,0.0,1
185.62.201.169,True,True,19,0.0,1
52.5.149.200,True,True,19,0.0,1
23.21.233.59,True,True,19,0.0,1
69.192.17.129,True,True,19,0.0,1
23.208.31.135,True,True,19,0.0,1
69.28.157.169,True,True,19,0.0,1
69.172.201.144,True,True,19,0.0,1
52.79.136.161,True,True,19,0.0,1
52.73.63.255,True,True,19,0.0,1
77.88.21.36,True,True,19,0.0,1
54.65.207.245,True,True,19,0.0,1
54.65.142.126,True,True,19,0.0,1
54.65.128.216,True,True,19,0.0,1
52.84.26.196,True,True,19,0.0,1
52.9.157.24,True,True,19,0.0,1
52.84.26.10,True,True,19,0.0,1
184.24.43.217,True,True,19,0.0,1
54.67.50.90,True,True,19,0.0,1
104.88.59.121,True,True,19,0.0,1
104.16.112.18,True,True,19,0.0,1
52.8.66.78,True,True,19,0.0,1
52.8.59.55,True,True,19,0.0,1
93.92.100.173,True,True,19,0.0,1
142.4.216.210,True,True,19,0.0,1
72.249.192.64,True,True,19,0.0,1
81.17.16.48,False,True,19,0.0,1
52.71.199.47,True,True,19,0.0,1
34.252.214.195,True,True,19,0.0,1
54.247.169.221,True,True,19,0.0,1
23.76.192.66,True,True,19,0.0,1
151.101.21.204,True,True,19,0.0,1
94.124.132.36,True,True,19,0.0,1
52.18.246.201,True,True,19,0.0,1
207.244.84.210,True,True,19,0.0,1
54.183.22.178,True,True,19,0.0,1
173.222.34.22,True,True,19,0.0,1
211.151.189.182,True,True,19,0.0,1
162.243.36.109,True,True,19,0.0,1
54.192.37.184,True,True,19,0.0,1
52.45.19.200,True,True,19,0.0,1
23.194.181.25,True,True,19,0.0,1
173.223.153.156,True,True,19,0.0,1
23.219.18.155,True,True,19,0.0,1
52.15.145.173,True,True,19,0.0,1
104.17.20.11,True,True,19,0.0,1
192.243.251.196,True,True,19,0.0,1
216.58.212.174,True,True,19,0.0,1
104.20.183.9,True,True,19,0.0,1
195.214.195.100,True,True,19,0.0,1
52.84.64.143,True,True,19,0.0,1
23.23.124.232,True,True,19,0.0,1
52.24.196.36,True,True,19,0.0,1
23.23.213.182,True,True,19,0.0,1
52.7.152.8,True,True,19,0.0,1
52.7.146.89,True,True,19,0.0,1
52.7.103.148,True,True,19,0.0,1
59.151.5.6,True,True,19,0.0,1
23.23.171.82,True,True,19,0.0,1
91.189.89.103,True,True,19,0.0,1
104.196.121.62,True,True,19,0.0,1
23.203.131.219,True,True,19,0.0,1
104.25.138.118,True,True,19,0.0,1
23.208.160.164,True,True,19,0.0,1
136.243.84.74,True,True,19,0.0,1
54.174.94.121,True,True,19,0.0,1
172.217.2.100,True,True,19,0.0,1
52.84.3.214,True,True,19,0.0,1
149.56.21.97,True,True,19,0.0,1
149.56.241.131,True,True,19,0.0,1
52.1.246.30,True,True,19,0.0,1
149.56.241.126,True,True,19,0.0,1
54.174.66.111,True,True,19,0.0,1
52.84.143.87,True,True,19,0.0,1
216.58.207.67,True,True,19,0.0,1
52.207.71.99,True,True,19,0.0,1
52.207.56.250,True,True,19,0.0,1
52.207.27.168,True,True,19,0.0,1
115.239.217.134,True,True,19,0.0,1
54.192.48.142,True,True,19,0.0,1
54.192.37.75,True,True,19,0.0,1
23.194.109.220,True,True,19,0.0,1
216.52.31.84,True,True,19,0.0,1
35.163.223.46,True,True,19,0.0,1
52.54.21.184,True,True,19,0.0,1
104.27.138.75,True,True,19,0.0,1
23.33.115.223,True,True,19,0.0,1
69.65.38.88,True,True,19,0.0,1
52.84.26.241,True,True,19,0.0,1
52.87.102.27,True,True,19,0.0,1
52.84.143.47,True,True,19,0.0,1
107.23.165.43,True,True,19,0.0,1
5.144.133.146,True,True,19,0.0,1
23.66.1.217,True,True,19,0.0,1
5.196.161.205,False,True,19,0.0,1
54.243.207.115,True,True,19,0.0,1
54.243.185.52,True,True,19,0.0,1
199.19.167.36,False,True,19,0.0,1
183.79.215.136,True,True,19,0.0,1
106.11.53.97,True,True,19,0.0,1
104.16.186.108,True,True,19,0.0,1
52.84.40.11,True,True,19,0.0,1
112.90.32.5,True,True,19,0.0,1
54.169.245.53,True,True,19,0.0,1
104.17.237.25,True,True,19,0.0,1
104.27.214.30,True,True,19,0.0,1
23.199.171.178,True,True,19,0.0,1
23.199.171.162,True,True,19,0.0,1
182.22.65.138,True,True,19,0.0,1
23.46.61.69,True,True,19,0.0,1
50.19.125.134,True,True,19,0.0,1
52.84.144.122,True,True,19,0.0,1
213.155.156.182,True,True,19,0.0,1
104.25.236.27,True,True,19,0.0,1
54.212.249.23,True,True,19,0.0,1
23.48.157.216,True,True,19,0.0,1
164.138.18.162,False,True,19,0.0,1
88.198.71.186,True,True,19,0.0,1
52.6.142.213,True,True,19,0.0,1
66.235.144.17,True,True,19,0.0,1
54.238.252.153,True,True,19,0.0,1
23.207.18.234,True,True,19,0.0,1
121.40.44.206,False,True,19,0.0,1
54.87.233.72,True,True,19,0.0,1
13.92.139.214,True,True,19,0.0,1
52.55.84.181,True,True,19,0.0,1
23.203.69.152,True,True,19,0.0,1
52.89.29.77,True,True,19,0.0,1
104.196.125.8,True,True,19,0.0,1
107.21.240.21,True,True,19,0.0,1
23.194.141.72,True,True,19,0.0,1
23.194.141.252,True,True,19,0.0,1
172.217.11.50,True,True,19,0.0,1
54.164.231.63,True,True,19,0.0,1
178.62.200.204,True,True,19,0.0,1
54.241.134.249,True,True,19,0.0,1
89.163.159.102,False,True,19,0.0,1
52.84.40.37,True,True,19,0.0,1
34.205.137.162,True,True,19,0.0,1
185.83.114.100,True,True,19,0.0,1
52.84.26.228,True,True,19,0.0,1
193.46.63.75,True,True,19,0.0,1
34.193.128.53,True,True,19,0.0,1
146.20.128.217,True,True,19,0.0,1
66.242.15.117,True,True,19,0.0,1
13.124.23.127,True,True,19,0.0,1
52.72.80.58,True,True,19,0.0,1
66.198.24.224,True,True,19,0.0,1
78.46.16.13,True,True,19,0.0,1
217.20.152.207,True,True,19,0.0,1
31.192.115.188,True,True,19,0.0,1
116.55.241.181,True,True,19,0.0,1
54.192.37.92,True,True,19,0.0,1
185.88.180.203,True,True,19,0.0,1
63.251.28.140,True,True,19,0.0,1
78.46.111.164,False,True,19,0.0,1
104.31.75.128,True,True,18,0.0,1
34.224.116.141,True,True,18,0.0,1
96.45.49.167,True,True,18,0.0,1
101.79.244.164,True,True,18,0.0,1
136.243.42.249,True,True,18,0.0,1
52.84.40.88,True,True,18,0.0,1
34.206.74.95,True,True,18,0.0,1
52.84.26.173,True,True,18,0.0,1
40.68.219.218,True,True,18,0.0,1
54.82.12.188,True,True,18,0.0,1
31.210.153.19,False,True,18,0.0,1
104.16.15.15,True,True,18,0.0,1
116.253.191.237,True,True,18,0.0,1
104.20.31.45,True,True,18,0.0,1
74.122.190.78,True,True,18,0.0,1
34.192.212.40,True,True,18,0.0,1
27.221.28.153,True,True,18,0.0,1
198.232.124.252,True,True,18,0.0,1
103.224.182.245,False,True,18,0.0,1
104.196.221.126,True,True,18,0.0,1
23.208.89.197,True,True,18,0.0,1
52.71.54.215,True,True,18,0.0,1
104.24.16.29,True,True,18,0.0,1
104.20.20.220,True,True,18,0.0,1
54.192.36.116,True,True,18,0.0,1
129.33.205.80,True,True,18,0.0,1
23.195.253.201,True,True,18,0.0,1
23.195.248.141,True,True,18,0.0,1
52.20.215.76,True,True,18,0.0,1
220.152.123.99,True,True,18,0.0,1
220.152.123.93,True,True,18,0.0,1
107.21.203.153,True,True,18,0.0,1
23.194.141.213,True,True,18,0.0,1
152.195.12.38,True,True,18,0.0,1
23.206.164.172,True,True,18,0.0,1
52.87.64.158,True,True,18,0.0,1
52.87.26.132,True,True,18,0.0,1
194.246.78.102,True,True,18,0.0,1
54.158.74.84,False,True,18,0.0,1
104.88.73.102,True,True,18,0.0,1
13.56.92.160,True,True,18,0.0,1
23.199.11.75,True,True,18,0.0,1
23.60.72.33,True,True,18,0.0,1
54.164.249.170,True,True,18,0.0,1
50.17.190.30,True,True,18,0.0,1
146.20.133.196,True,True,18,0.0,1
184.73.171.120,True,True,18,0.0,1
66.198.178.56,True,True,18,0.0,1
52.206.164.253,True,True,18,0.0,1
13.84.218.189,False,True,18,0.0,1
52.55.234.152,True,True,18,0.0,1
34.194.107.160,True,True,18,0.0,1
184.50.238.233,True,True,18,0.0,1
67.72.99.169,True,True,18,0.0,1
183.110.194.156,True,True,18,0.0,1
52.55.154.55,True,True,18,0.0,1
74.117.206.198,True,True,18,0.0,1
104.16.26.35,True,True,18,0.0,1
52.204.40.115,True,True,18,0.0,1
23.194.141.74,True,True,18,0.0,1
52.36.101.120,True,True,18,0.0,1
52.44.102.1,True,True,18,0.0,1
72.21.215.147,True,True,18,0.0,1
172.217.19.195,True,True,18,0.0,1
172.217.17.110,True,True,18,0.0,1
52.204.148.49,True,True,18,0.0,1
52.6.158.212,True,True,18,0.0,1
52.6.156.89,True,True,18,0.0,1
216.104.218.225,True,True,18,0.0,1
202.173.15.148,True,True,18,0.0,1
202.55.225.134,False,True,18,0.0,1
64.58.116.134,True,True,18,0.0,1
23.48.156.165,True,True,18,0.0,1
203.167.55.180,True,True,18,0.0,1
50.18.61.144,True,True,18,0.0,1
50.18.204.212,True,True,18,0.0,1
52.203.228.20,False,True,18,0.0,1
74.117.206.68,True,True,18,0.0,1
146.20.128.215,True,True,18,0.0,1
203.205.158.21,True,True,18,0.0,1
203.192.15.193,True,True,18,0.0,1
89.163.159.98,False,True,18,0.0,1
